[m1],[m2],[m3],[k1],[k2],[k3]
45923,18501,35517,31796742.41,1575675.165,4650959.908
45923,18501,35517,31796742.41,1575675.165,4650959.908
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
12151,8028,30427,8334784.605,5260468.394,42787240
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
25572,7276,13122,134043044.2,547926272.8,584166231.6
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
36626,23439,21257,121879365.3,4867118.916,32409060.38
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
43729,15558,18040,50698174.96,9691001.357,32179054.49
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
10087,8818,17648,341420636,49693088.56,26492231406
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
43457,10863,13404,63484338.64,249808.8207,7676710.521
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
39543,17115,5364,727748552.7,6196631.112,668005289.2
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
20810,22663,24020,2807062.686,164186896.4,2188791.053
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
22674,22770,7507,3154485137,982470917.9,98130669.15
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
5378,7848,35947,1075764.871,954700.7223,10728868.53
